Unnamed: 0,content,label
18,['@ leefitz_ @ sdublincoco Like a lot of things in @ sdublincoco there be no link up upward thinking. The Public Realm Dept is poorly resourced by a CEO who has no interest in # NaturalLinkages # Biodiversity # Sustainability & amp; # amenities He has gutted the Parks Dept and we all meet 🚶 🚲 👨 \u200d 🦯 👨 \u200d 🦼'],Negative
19,['UK ’ sulfur teachers and civic retainer join people strike # RenewableEnergy # EnergyTrends # Environment # NationalEnergy # EnergyNews [Television] dlvr. it / ShpG2K'],Positive
20,['“ Honoring Veterans ” Welcome to IoT Coffee Talk 🎙 ️ 26 where we shoot the breeze about # Digital # Futurist # Tech # IIoT # Automation # IoT # DigitalTwins # Sharpness # IoTPL # IoTCL # Cloud # DigitalTransformation # 5G # AI # Information # Industry40 & amp; # Sustainability over a loving cup of robtiffany. com / honour - veter …'],Neutral
21,"['A conversation about # DEI (diverseness, fairness, and inclusion) on The Peggy Smedley Appearance. # TPSS # IoT # sustainability # futureofwork # AI # 5G # cloud # edge # circular # digitaltransformation # PeggySmedley # DEI # podcast peggysmedleyshow. com / the - future tense - and … http: / / t. co / xMcshOw8Cw']",Neutral
22,['Another Win for Renewables. # svenvanzanten # solar # renewables # climatechange # sustainability # Environment # Energy # CleanEnergy # electrical energy # solarenergy # SolarPower # energietransitie # zonnepanelen # klimaat # Holland'],Positive
23,['in the words of an honest to god man http: / / mt. carbon monoxide gas / cDntSHoD0K # ClimateChange # SaveTheWorld ClimateAction # Unsigned'],Neutral
24,['Climate alteration: Integrate natural cooling through tree - The Seattle Times dlvr. it / ShpFV1 # ClimateChange'],Positive
25,"['Adventure Scientists is # hiring a # Woodland Specialiser! Apply through our website, send questions to projectcreation @ adventurescientists. org 🌲 🌳 🌴 Thanks @ gfoi_forest for sharing! # SDGs # conservation # Occupation # environmental science # timber # Sustainability # USFS # wildfire # foresthealth']",Neutral
26,['Every dollar sign donated works a tree with One Tree Planted. # Plantatree @ TP_Greece @ Teleperformance # Proud2beTP # Plantatree # environs'],Positive
27,['@ TP_Greece @ onetreeplanted Every dollar donate plant a sir herbert beerbohm tree with One Tree Planted. # Plantatree @ TP_Greece @ Teleperformance # Proud2beTP # Plantatree # environment'],Positive
28,['@ Teleperformance @ onetreeplanted Every buck donate plant a tree with I Tree diagram Planted. # Plantatree @ TP_Greece @ Teleperformance # Proud2beTP # Plantatree # surroundings'],Positive
29,"['This month our team is doing the Aotearoa Bike Challenge! lovetoride. net / nz We encourage you to as well join the challenge. With some great prizes up for grabs, world health organization knows you might even make headway something! # squad # surroundings # cycling # reduceemissions http: / / tonne. co / yoCn672l6s']",Neutral
30,"[""The climate crisis affects spring chicken ' s mental health, with 59% extremely worried about it and 45% articulate it negatively impacts their everyday life. Today ’ south young people are trying to get our attention astir # climatechange. Are we listen? 🤔 # StompOutCarbon knowledgeworks. org / resourcefulness / fore …""]",Neutral
31,['Every clam donated plants a tree diagram with One Tree diagram Planted. # Plantatree @ TP_Greece @ Teleperformance # Proud2beTP # Plantatree # surround'],Positive
32,"[""Single find late research on the reasons wherefore customers prefer sustainable brands. That ' s insightful to track differences in the US and the UK audiences. # Sustainability # Merchandising # SustainableDevelopment # Branding # ESG https: / / t. co / Ca2XF0GUlH""]",Neutral
33,"['@ larsroobol @ suzanne_GL 🦗? Niets tegen # renewables maar weet ze wel dat die veel meer gevoelig zijn voor # ClimateChange? "" Large “ renewable ” energy installment follow easily damaged by freak storms and also incapacitated by changing weather pattern. "" # TweetAlsDeAntiKernBeweging researchgate. nett / publication / 33 … https: / / t. co / 7CB3rLqPLf']",Negative
34,['💔 # govegan # rainforest # ClimateCrisis # earth # EndSpeciesism # Ecosystem # climateactivists # climatechange # eggs # environmentalactivists # Animalactivists # ClimateCrisis # earthactivist # ocean # peterkalmus # georgemonbiot # JaneFonda # metoo # animalstoo # MenToo # Feminist # Feminism'],Neutral
35,['. @ raratan returns to The Peggy Smedley Show to talk about listener questions about the Proteus effect. # TPSS # IoT # AI # 5G # cloud # digitaltransformation # sustainability # futureofwork # podcast peggysmedleyshow. com / take out - the - … http: / / metric ton. co / WlNiBvoNtd'],Neutral
36,"[""Sustainability is non simply good for the surroundings; information technology ' second also good for your bottom line. # sustainability # assetmanagement bit. ly / AmReduceCosts""]",Positive
37,['Scientist count moving species as a last resort amid climate. .. - PBS NewsHour dlvr. information technology / ShpDwz # ClimateChange'],Neutral
38,"['@ intelhpc put sustainability front - and - center during a major product launch, touting the # sustainability of its 4th - generation # Xeon Scalable c.p.u.. ow. ly / 7ozu50MrhAk hypertext transfer protocol: / / metric ton. cobalt / 5m0rlsLPxx']",Neutral
39,['Sustain upward to date by signing upwardly for our newsletter hither: water4mercy. org # newssheet # produce # water4mercy # sustainability # africa https: / / thymine. carbon monoxide gas / ytfvWQKOvy'],Neutral
40,"['Midweek Thought: Be sustainability scientific discipline interdisciplinary, multidisciplinary, oregon transdisciplinary demesne? @ ShwetaEco @ IndustrialEco @ CO2Ecosystems @ PurdueABE @ PurdueAg @ PurdueEngineers @ IndustrialEcho # Sustainability # SustainableDevelopment # ecology']",Neutral
41,"[""💔 # govegan # BETHEIRVOICE # rainforest # ClimateCrisis # earth # EndSpeciesism # Ecosystem # climateactivists # climatechange # environmentalactivists # Animalactivists # ClimateCrisis # earthactivist # ocean # georgemonbiot # JaneFonda # Feminismo # metoo # animalstoo # MenToo # Libber # Women's lib""]",Neutral
42,['Use public transfer. 🚌 🚊 🚍 Choose reducing traffic and strain congestion for a more carefree commute. 👉 Here ’ s a simple 2 - step process: stayattache. com / blog / use - publi … # StaySmiling # StaySustainable # StayAttache # sustainability # corporatehousing # publictransportation # futureyou http: / / deoxythymidine monophosphate. co / APvSOsgBVU'],Positive
43,['Be there room for big tech and digital solutions in preservation or climate action? Critic say most of it amounts to greenwashing at effective and must ensure biodiversity instead. What do you think? # ESG # Sustainability # cdwsocial dy. si / qXWw5 https: / / thymine. co / Vf5t7LWB6r'],Positive
44,['Yu - Han Yangtze kiang @ idtechex joins maine to talk about # 6G on The Peggy Smedley Appearance. # TPSS # IoT # AI # 5G # cloud # edge # digitaltransformation # sustainability # futureofwork # PeggySmedley # podcast peggysmedleyshow. com / whats - ahead - fo … https: / / t. co / 10ccbfV1YH'],Neutral
45,['@ MOPHQatar These partnership that will improve # ClimateAction and Clime Education personify vital in the procedure of saving the planet and protecting the # environment.'],Positive
46,['WEF and Indonesia Juncture Hand to Encourage Blueness Carbon copy Credits dlvr. information technology / ShpDbv # ClimateChange https: / / t. co / T2Hc7Nmmmz'],Positive
47,"[""💚 🌎 🌱 # climatechange # BETHEIRVOICE # earth # EndSpeciesism # ecosystem # vegan # climateactivists # environmentalactivists # ClimateCrisis # earthactivist # peterkalmus # georgemonbiot # JaneFonda # Feminismo # metoo # animalstoo # MenToo # Feminist # Women's lib""]",Neutral
48,['DeSantis sticks information technology to the environmentalists. # climatechange # coal # Democrats # DepartmentofEnergy # energy # Florida # GasPrices # JoeBiden # Crude oil # Republican # RonDeSantis # USnews westernjournal. com / ron - desantis - p …'],Neutral
49,"[""# Listen to # Wednesday ' s installment of # TheClimateDaily! It ' s a quick roundup of # news stories featuring # people and # organizations taking action to # fighting # climatechange and delivered to you in nether eight minutes! hypertext transfer protocol: / / metric ton. cobalt / HFIHd4kxst""]",Positive
50,"['Make exercise of recyclable container for storing food, not disposables # wastywealth # wastemanagement # tipsandtricks # sustainability hypertext transfer protocol: / / t. carbon monoxide gas / pJkUZNzBtC']",Positive
51,['# BETHEIRVOICE # world # EndSpeciesism # Ecosystem # fox # furismurder # savefox # vegan # climatechange # climateactivists # environmentalactivists # RelistWolves # ClimateCrisis # earthactivist # peterkalmus # georgemonbiot # JaneFonda # Feminismo # metoo # animalstoo # MenToo # Feminist # Feminism'],Neutral
52,"['@ asiancenturyins spell that differences between the # u and # China is adversely impacting # mutualcollaboration on # globalissues such as # climatechange, # pandemics and # financialcrises. # Chinapolicy # foreignpolicy # foreignaffairs unravel. ink / americas - cathay …']",Neutral
53,['# Solution for the # NorthSeaRegion during # climatechange - What an impressive kick - turned of the # EU # BlueTransition # research project with two dozen pardner to discuss strategies for # sustainable # groundwater & amp; # soil management in 16 pilots! @ NorthSeaRegion # ERDF t. ly / ws - s https: / / t. co / vM1Rl7eXHz'],Positive
54,['# BETHEIRVOICE # earth # EndSpeciesism # Ecosystem # fox # furismurder # savefox # vegan # climatechange # climateactivists # environmentalactivists # RelistWolves # ClimateCrisis # earthactivist # peterkalmus # georgemonbiot # JaneFonda # Feminismo # metoo # animalstoo # MenToo # Feminist # Feminism'],Neutral
55,"['selenium CSTEM Mural Ss brainstorming, and sketching ideas. # awesomekiddos # Climatechange # TechtoTheRescue hypertext transfer protocol: / / thymine. conscientious objector / kb15WJuJmV']",Neutral
56,"['They scar you with # COVID19, # climatechange, # Trump, # Whitesupremecy, # Racism, # oppression, # wagegap, # losingourdemocracy, # Russian federation & amp; # Ukraine and # WW3. When will you realize that the # American Govt is your problem? # fact # women # Biden # LGBTQ']",Neutral
57,['Mood Modification Gets a Good story New Cyclosis Appearance - Fiscal Post dlvr. it / ShpDDs # ClimateChange'],Positive
58,['# BanWildlifeKillingContestsinNYState # BanWildlifeKillingContests # BETHEIRVOICE # earth # EndSpeciesism # Ecosystem # climatechange # climateactivists # environmentalactivists # RelistWolves # ClimateCrisis # earthactivist # peterkalmus # georgemonbiot # JaneFonda # metoo # animalstoo # MenToo'],Neutral
59,"['Big Night ’ for Newts, and for a California Newt Brigade — Salamanders engender a little help across the road from some two - legged friends in Northern Ca. [Petaluma] bocvip. com / 300984 / magnanimous - nig … # Environment https: / / t. cobalt / tAR25wHvou']",Neutral
60,['AI Says Global Warming Is Happening Much Fast Than We Intellection # Clime # ClimateChange # ClimateEmergency # ClimateCrisis # ClimateAction [Tv] dlvr. information technology / ShpD5n'],Negative
61,"[""@ straits_times Malaysian fish market are for profit only. They put on ’ mt care about # Sustainability as bad fishing practices have cash in one's chips worse via atomic number 99 - commerce. The avaritia applies across Asia 🇮 🇩 🇵 🇭 🇹 🇭 🇯 🇵 🇰 🇷, etc. How to find sustainable organic produce? # bestpractices # overfishing # fishinglife # farming 🍱""]",Neutral
62,['When it comes to # AGW # ClimateChange and # GlobalTemperatures. . stated several years ago that finally will be an step up in the two calendar month consecutive free fall and get a three calendar month drop I say to # alarmists that this would eventually increase Well we just had three https: / / tonne. co / aT1X6whZ4Q'],Negative
63,"['In # Keystone state, a New Administration Fuel Hope for Tougher Rule on # Energy, # Environment. After 12 years of # Republican control in the state, the election of Gov. Josh Shapiro present a sea alteration. insideclimatenews. us2. list - manage. com / track / click? u = …']",Negative
64,['My first grader ’ s homework. 😂 😂 # 1stgrader # groundhogsday # globalwarming # climatechange hypertext transfer protocol: / / t. atomic number 27 / TNi0GovJia'],Neutral
65,['Is climate change to pick for the utmost frigidity? Researchers enounce on that point could make up a connection. - The Boston Earth dlvr. information technology / ShpCkc # ClimateChange'],Negative
66,['# ClimateChange # GlobalWarming http: / / liothyronine. centennial state / n49aXSfmq1'],Neutral
67,"['Case regarding Ca Clean Air Act waiver crataegus oxycantha finish up in Supreme Motor inn, environmental lawyer say eenews. final / article / scotu … # CleanAirAct # SupremeCourt # SCOTUS # Environment']",Neutral
68,"['ICYMI: Check out last weeks episode where we launch our "" The End of This World "" book club and chat astir a terrifying foray into geoengineering # ClimateChange greenmajority. ca / the - podcast / 20 … hypertext transfer protocol: / / thyroxin. conscientious objector / T25bTioYcF']",Neutral
69,"[""What a splendiferous review article from @ MandyStefanakis of Nigel Westlake ' s beautiful score for Tim Winton ' s scripture ' Blueback ' in this edition of @ LoudmouthTrust. # AustralianMusic # ClimateChange musictrust. com. au / blusterer / blueness …""]",Neutral
70,"['ICYMI: Look into ko\'d last workweek episode where we set up our "" The End of This World "" book club and chat about a terrifying foray into geoengineering # ClimateChange greenmajority. ca / the - podcast / 20 … https: / / t. co / KDPI0VcFVW']",Neutral
71,"[""Render our Valentine ' s wheel and get a discount on your next leverage! You butt get upward to 20% off! ReviveGlassworks. com # reviveglassworks # repurposedglass # valentinesday2023 # madeonmaui # repurposed # recycle # recycledglass # sustainableliving # sustainability # ecofriendly # eco https: / / t. carbon monoxide gas / PeOtvGKBTm""]",Neutral
72,['AnthropoceneDAO. com » Samsung ’ s Everyday Sustainability School of thought Embodied In The New Galaxy S23 « forbes. com / sites / carolina … # Anthropocene # DAO 道 # Sustainability # Science # Origination # Technology'],Neutral
73,"['$ UCOIL Scream! This is grotesque news! Can \' t wait to see what you get in store for us at # TheHiVe. # Sustainability and # Web3 are such crucial issue and it \' s great to see them exist addressed through an IRL event. Count with these UCO Electronic network "" bees "" in! $ VET @ im_dimneo']",Positive
74,['youtu. personify / x4HMaa2YNpw # suskui # climatechange # clateman # malarkeyenterprises @ elonmusk @ realDonaldTrump'],Neutral
75,['【 アメリカ 】 JUST Capital 、 Most JUST Companies 2023ランキング発表 。 首位BofA ow. ly / 84Ih50MHlt6 # ESG # Sustainability # SDGs'],Neutral
76,"['SFPA, NE Timber Manufacturers Connection, @ WWPIinfo, Western Ellen price wood Products Tie, and @ RealCedar all in i position at the @ NAHBhome # IBS2023 @ ThinkWood booth! # forestproducts # lumber # southernpine # sustainability # sustainableconstruction # wood # pine # forestproducts https: / / t. co / Mwq2nQTBGh']",Neutral
77,"['Please join Shasta Gaughen and Micheal Durglo Jnr. on Feb 8, 2023 for the Albumen House Council on Native American Affairs ’ Indigenous Climate Speaker Series. Register now: eventbrite. com / e / cultural - rhenium … # climatechange # indigenousenvironmentaljustice # tribalcommunities http: / / t. conscientious objector / epgiiukwKj']",Neutral
78,['“ 5G & amp; IoT ” Welcome to IoT Coffee Talk 🎙 ️ 17 where we chit chat about # Digital # Futurist # Tech # IIoT # Automation # IoT # DigitalTwins # Edge # IoTPL # IoTCL # Cloud # DigitalTransformation # 5G # artificial intelligence # Datum # Industry40 & amp; # Sustainability over a cup of java. robtiffany. com / 5g - iot /? utm_so …'],Neutral
79,"['"" After exist for millennia "" One needs a timescale to grasp the magnitude of # climatechange "" Nest between the snowy grasp of Mount Rainier and Glacier Peak, a significant glacier in Capital of the united states state has disappeared after existing. .. for millennia "" cnn. com / 2023 / 02 / 01 / us / …']",Positive
80,['Are you wondering if the recent wild weather 🌩 ️ was caused by # ClimateChange? Want to learn more about the skill? Check out our web page 👀 epa. gov / climatechange - … https: / / t. centennial state / hTAUaHiflN'],Negative
81,"['Large glacier near Seattle accept "" totally disappeared. "" cnn. com / 2023 / 02 / 01 / us / … # ClimateCrisis # ClimateEmergency # ClimateChange']",Negative
82,"['What is the link between # Capital of singapore history as a "" crisis ecology "" and our experience of # ClimateChange? Done the lens of the # Anthropocene, Asst Professor # JoshuaComaroff explore this tomorrow. Find out more: soh. school / SS - Comaroff # NTUHumanities # EnvHum # SGStudies hypertext transfer protocol: / / t. co / 4kzazFPIWe']",Negative
83,"[""nine / That ' s why we wrote to the @ federalreserve barrack them to to take swifter action on # ClimateChange by: ✅ Introducing policies to penalize fossil fuel loaning. ✅ Improving guidelines for bank ' direction of climate risk. ✅ Implementing a green lending outline. https: / / t. co / EO7W98wCEi""]",Positive
84,"['Just record David Gurin ’ s “ Sympathy Sprawl: A Citizens ’ s Guide ”. By the clip Atomic number 53 exist finished, Atomic number 53 ’ d given up the notion of suburban retirement. # sprawl # sustainability # somuchforthat']",Neutral
85,['The left hand invariably fall back on the mood crisis: Stephen arnold douglas Murray # EnvironmentallyFriendly # ClimateStrike # ClimateJustice # Environment # EcoFriendly [Video] dlvr. information technology / ShpBrZ'],Negative
86,['Second - living shelling storage diligence is ready to study off utilitydive. com / news program / responsib … # CircularEconomy # Battery # batteries # EV # Sustainability'],Neutral
87,"['All set for # GEEF2023 at @ igeeyonsei! 🙌 Junction u & amp; our CEO @ MoFroehler in 1 ⃣ time of day for the opening observance & adenylic acid; Special Conversation with Co - chairs Ban Ki - moon & amp; Henry john heinz Fischer to discuss # climatechange, # globalcitizenship, # youthempowerment & ampere; more! Watch: youtube. com / watch? v = D0jlag … https: / / t. conscientious objector / 1Qi7cpW70q']",Neutral
88,['@ GovTimWalz # ClimateChange is a # humbug! 👇 🏽 renounce the falderol and fear mongering! http: / / t. cobalt / sCLsb3uMK3'],Neutral
89,"[""I actually watched a # BBC prog tonight, ' The Magical Human race of Moss '. No cocaine - snorting supermodel, no tokenism or early wokeness, it still expend the term ' # ClimateChange ' correctly. One minor gripe - it showed a mock - up of a # GlacierMouse where time - lapse photography was needed.""]",Neutral
90,['Nice Body of work Amazon! via MarketWatch # amazon # cleanenergy # sustainability # engineering # investment funds # energy department # actonclimate # netzero # renewables # purchases # futureishere lnkd. in / ehcaw8Bb'],Neutral
91,['Price of Ellicott City outpouring prevention project balloon to $ cxxx trillion dlvr. it / ShpBJR # ClimateChange http: / / t. co / YDQ9E784bI'],Positive
92,"['WRAP, the # ClimateAction NGO behind # LoveFoodHateWaste, has announced plans for the 3rd annual Solid food Waste Action Week (FWAW) – the UK ’ s largest food waste behaviour change effort # FoodWaste # FoodWasteCampaign # Sustainability # ClimateCampaign ethicalhour. com / charities - ngos …']",Positive
93,"['# Climatechange is a crowing risk for low income countries. Vigil Olga Chepelianskaia, Galit Palzur and Samson Samuel Ogallah @ # KigaliGlobalDialogue @ ORF_CNED @ orfonline @ ORFAmerica youtu. be / gCKu6csmaAU']",Neutral
94,"[""' Manufacture dubiousness erodes public reinforcement for mood activity. ' It ' s odd that some people take not to listen to climate scientists about climate skill and rather go to YouTube # ClimateChange # ClimateAction theguardian. com / environment / co …""]",Neutral
95,['Excite to cost in New Orleans for the hatchway night of # CattleCon23! @ AgSights is pleased to be able to connect with quisling and showcase how the brand new bioTrack Plus can help rancher establish data labour decisions for the # profitability and # sustainability of their herd! https: / / triiodothyronine. cobalt / y1T3hPIVfB'],Neutral
96,"['national aeronautics and space administration ’ s # SWOTSatellite will transform how Earth ’ s piddle is monitored, unlock new possibilities for see # climatechange. Hear from @ Stantec leader Jamil Ibrahim about our plans for the mission ’ s data. ow. ly / 53y750M7Kh9 pbynd. conscientious objector / pf2dd']",Positive
97,['like the audio of a insensate idle words hypertext transfer protocol: / / t. co / cDntSHoD0K # ClimateChange # SaveTheWorld # ClimateAction # ClimateChange'],Neutral
98,"['@ AssaadRazzouk @ SCastelier Electrical energy is father by carbon or atomic Even plants transmute sunlight into c, a higher more efficient form of energy The planet be cool. .. big time # ClimateChange is a woke cult (disaster) electroverse. carbon monoxide gas / snowy - india - su …']",Positive
99,['Varying Swiftness technology enables you to meet your cooling & ampere; # Sustainability goals. Explore the Uniflairs collateral free cooling with varying upper driven technology delivers up to 150kW of cool down while saving you power and reduces your carbon footprint. spr. ly / 601635Tes https: / / t. co / yU3nmVQXnF'],Positive
100,['Variable Speed engineering science enables you to meet your cool & amp; # Sustainability goals. Explore the Uniflairs indirect free cool down with variable speed driven technology delivers upward to 150kW of cooling while saving you power and reduces your carbon paper footprint. spr. ly / 601335TeU https: / / t. co / IjljKPc2Ca'],Positive
101,"['Construction of Finland \' s first of all green atomic number 1 plant begins! "" Once completed in 2024, P2X Solutions ’ plant will open the market for Finnish green hydrogen. "", Esa Harmala, the society ’ s chairperson stated. ✨ # greenenergy # climatechange # sustainability # hydrogenenergy https: / / t. co / oBuWRxPKq2']",Positive
102,['. @ UNESCO nautical # WorldHeritage land site are a refuge for over 35% of the world ’ s @ IUCN Red - listed vulnerable & amp; menace marine coinage. e - DNA research bequeath aid predict the impact of # ClimateChange on species diversity. Learn more: on. unesco. org / 3n4qZLG https: / / t. co / 1DQolSlHGp'],Positive
103,"['In this episode, H2Tech speak with attendee of the Dii Desert Energy Leading Conference in Cairo, Arab republic of egypt, or so unripe H2 projects and regulatory frameworks in the Middle East and North Africa realm. Listen Straightaway: ow. ly / hP6Z50MH78f # H2 # sustainability # infrastructure https: / / t. co / MzrnThQEw0']",Neutral
104,['We are committed to reducing our impact on the # environment. Get a line about the sustainable practices we implement in our # obstetrical delivery procedure: Email: info @ expresserrandsofjax. com Website: expresserrandsandcourier. com Phone: 877 - 983 - 3548 # courierservice # sustainability # greendelivery https: / / thyroxin. centennial state / xizEwImQ4b'],Positive
105,['[ INTERVIEW] Milou DIRKX: « Journalists tooshie hold powerful people accountabable » youtu. be / 2v6H3PH9Zm8 via @ YouTube # future # Eu # news media # cleanenergy # society # medium # climatechange # diarist # interview # Belgian capital # AJBrussels'],Neutral
106,"['Educators Newsletter # 1 of 2023! # Science exploration while construction make things “ occupy ” 🧪 🧠 🧭 🔬 • Gr 3 - nina from carolina: # Online cross curricular A. Atomic number 53. # bacteria, # ClimateChange, & amp; # Classification • Gr K - 2: Ego - directed # coding • # STEM mentors # BCEd Read: tinyurl. com / 22ku3yts hypertext transfer protocol: / / t. co / Yla5G5PHaQ']",Neutral
107,['What encroachment will new leadership have got on the Texas Commission on Environmental Quality? Get perceptivity on this sequence of the Bracewell Environmental Law Monitor: hub. ly / Q01z64950 # environs # tceq https: / / mt. co / yoNnMlypJY'],Neutral
108,['Study: Well nigh two third of consumer reject to skimp on # sustainability despite price - of - animation pressures businessgreen. com / 4066247 / via @ businessgreen # ConsciousConsumer'],Positive
109,"['I am see forward to attending # distributech2023 this coming workweek in San Diego. I hope to learn about new and proved solutions for improving # gridreliabilityresiliency, # congestion, harden, # sustainability, and # decarbonization. Last class I had the … lnkd. in / g4kYbPtU']",Positive
110,"['New Seeland plan to tax agricultural emissions, in earth - first plan dlvr. information technology / Shp9TS # ClimateChange hypertext transfer protocol: / / t. carbon monoxide / CI3y6ZzSlI']",Positive
111,['Why requirement is the mother of design for African farmer. New longsighted - form article about # climatechange from @ BillGates: tinyurl. com / 43u4kcmc'],Positive
112,"[""\U0001fae1 👏 🌎 @ Unilever ' s former CEO Alice paul Polman demonstrated that # line of work can # profitthroughpurpose, tie a # longterm # multistakeholdermodel with # excellentfinancialperformance. Stockholder saw return grow by 290% from 2009 - 19 while globally stratified # 1st for # sustainability.""]",Positive
113,['Climate Midweek: Extreme heat mood and calamity are causing death and redress 🌡 # SEEchange # ClimateWednesday # ClimateHeat # Climatechange # Heat hypertext transfer protocol: / / thyroxine. carbon monoxide gas / sAX3DDs6jk'],Negative
114,"['# Auckland city call for # stormwater organisation fit for mood change, explains @ CubaRaglanGuy @ ConversationEDU @ DrAmitSarwal @ EthnicLinkGuru @ Pallavi_Aus # AcademicTwitter # climatechange # flooding # NewZealand # surround theaustraliatoday. com. au / auckland - urban center - …']",Positive
115,"['The interest in # sustainability toilet run to many career paths. @ UN and intergov ’ institutions offer many interesting ones, but alumni showed inspiring examples in public & amp; private sectors, & a; civil society. The commitment to sustainability can be fulfil in every life history']",Positive
116,['monopoly reset # sustainability'],Positive
117,['Dangerous Fungus kingdom Ar Spreading Across U. Randomness. as Temperatures Rise buff. ly / 3YdOaUz # ClimateChange # ClimateCrisis # wellness'],Negative
118,['@ healthbyjames No ace Dies of # Covid Mis oregon Disinformation whatever they say. Hoi polloi pall of Mood change. # ClimateScam # climatestrike # Climatechange'],Negative
119,"['Kicking off Feb with # SeaWorldSanAntonio ’ sulfur newest Animal Ambassador, Azul, a hyacinth # macaw. Azul is helping spread awareness about threats the doll species faces including # climatechange and release of habitat due to disforestation and wildfire. # WeCareWednesday https: / / t. atomic number 27 / 4x039pwWbw']",Negative
120,['Therefore there ’ s suddenly a lot of hoopla and political support for # GreenHydrogen in # AtlanticCanada. So what is it & amp; how green is it really? blood profile does an excellent job of breaking it down in this piece. # climatechange # renewables # cdnpoli # nlpoli # nspoli blood profile. atomic number 20 / player / play / 21 …'],Positive
121,['Life threatening Fungus Are Spreading Across U. Atomic number 16. as Temperatures Ascension # environment # ExxonMobilkillstheEarth wsj. com / articles / fungus …'],Negative
122,['Bring through our major planet! Institute a tree for every 1000 likes & adenosine monophosphate; retweet to help oneself shrink # climatechange & amp; # carbon dioxide emission. # UpliftingThePlanet # GoGreen 🌎 ❤ ️'],Positive
123,['Antarctica hasn ’ t warm in 70 years despite rise carbon dioxide levels; mood scientists baffled naturalnews. com / 2023 - 02 - 01 - ant … # globalwarming # climatechange # ClimateEmergency # wef # un # antarctica # co2 # sealevel'],Negative
124,"['Using usable resource to cater and meet internal needs make up the first step to accomplish developmental end and growth. Moving forward, Nigeria necessitate to use its resources (human and natural) first to address the impact of # climatechange and the # sdgs http: / / triiodothyronine. co / sBhlhzAY8M']",Positive
125,['It ’ s great news that we can now set in motion information regarding our spring conference on 23rd March @ BowhouseFife. rbst. org. uk / news / rbst - scotsman … # GoNative # NativeBreeds # sustainability # livestock # foodchain # biodiversity # farm # carbonstory # economics # marketing # thefuture # NetZero https: / / tonne. co / LJfaVN0DwM'],Neutral
126,"['Solar Mightiness Rocks! — Sixer Of The Best Ambassadors For Sustainability From Seiko, TAG Heuer, Cartier, And More than # sustainability # solarpower # watch # seiko # cartier # tagheuer flip. information technology / dzNOpe']",Positive
127,"['Replacing # coal power plants across the US & amp; reality with fresh # solar and # lead farm would reduce carbon emissions, require less water AND relieve money. # RenewableEnergy # ClimateChange bloomberg. com / news / articles / …']",Positive
128,['This is parting of a new @ ULPublichistory course I ’ m educational activity called # CoastinCrisis with students interested in # publichistory # oralhistory # envirohistory # sustainability and # LouisianaHistory. Excited to equal work across the coast and with communities as part of the research. http: / / t. co / ptjTUtafpV'],Positive
129,['Boundary credit card wasteland by taking # reusable shopping bags with you to the grocery store. # sustainability cpix. me / a / 162942051 hypertext transfer protocol: / / liothyronine. colorado / NEnVJEMELx'],Positive
130,['Tigers in South Africa: a farming industry exist – oft for their soundbox part bocvip. com / 300978 / tiger - … # Environment https: / / t. co / oogQRCwGhY'],Positive
131,['Advancing aviation and boil down our carbon footprint with # zerocarbonflights # hydrogenpoweredplanes # sustainability youtu. make up / vpmuJ0ANRG8 http: / / liothyronine. colorado / yJVI0wK0Vn'],Positive
132,"['Leading companionship see investment in sustainability, social welfare and good organisation as a key part of value creation and risk mitigation. @ BainAlerts minute. ly / 3m0JNu8 RT @ antgrasso # ESG # Sustainability http: / / t. co / b09lfzN9Ej']",Positive
133,['Aventon Level. 2 First Drive Review: The Strike - For - Buck Bike ift. tt / ixHIp3O # ElectricVehicles # Tesla # electron volt # Renewables # ClimateChange # RenewableEnergy'],Neutral
134,['Joe Biden. The # ClimateChange president worsen climate alteration.'],Negative
135,"[""# climatechange # itsthesun # magnetosphere With all the bootless money being spent on alternative energy to battle the clime, only to line sack of the hoaxters, we become poorer and more ignorant. You ' re personify gaslighted. https: / / t. co / 4XpHkjva4j""]",Negative
136,['Biden Clears the Style for Alaska Vegetable oil Project dlvr. information technology / Shp7nf # ClimateChange hypertext transfer protocol: / / mt. conscientious objector / 3J9PMyeGqU'],Positive
137,"['Starting the unexampled month with a smash. Today we visited Kiserian Primary Schooltime to discuss with our kids on matters conservation. Our subject of the day, Biodiversity and Climate Change. # conservation # climatechange # wildlife # protect https: / / mt. cobalt / KnZGDa3wHj']",Neutral
138,['New governance rules propose in viewing of Baltimore water and wastewater system of rules failures Source: baltimorebrew. com (baltimorebrew. com / 2023 / 01 / thirty one / new …) # climatechange # ocean # oceanpullution # befoulment # news # climateline'],Positive
139,['Kingdom fungi be helping to flex ocean trash into treasure for prescription drugs - Study Finds Source: studyfinds. org (studyfinds. org / fungi - plastic - …) # climatechange # oceans # oceanpullution # pollution # news # climateline'],Positive
140,"[""Wisconsin legislator says PFAS pollution in res publica ' s body of water seems ' insurmountable ' | George fox Word Generator: foxnews. com (foxnews. com / us / wisconsin - l …) # climatechange # sea # oceanpullution # befoulment # news # climateline""]",Neutral
