Unnamed: 0,content,label
304,@kayeadams scottishfoodguide.com/places/united-… please do get in touch #ethicalmeat #landuse #sustainability #health,Positive
305,"Did you know that it's not just your operations that need to be sustainable, but your buildings as well? By designing our #hotels with #sustainability in mind, we can cut down on our business's energy demands! Here's how we can save money and the planet. @BRE-Group

#Hospitality",Negative
306,We're excited to join the global celebration of @OECDwatch's 20th anniversary in 🇧🇷!  Cividep's @PradeepanRavi is partaking in discussions on advancing the #OECDguidelines for Multinational Enterprises. #responsiblebusiness #sustainability #HumanRights,Positive
307,I would like to know who is making the money out of the #ClimateScam. What sort of leader (NZ) would blame a weather event on #ClimateChange. Climate change happens over a very long period. Earth moved from toxic burning mass to our current lovely environment over millions yrs.,Positive
308,"By empowering the teachers of #today, we light the path to a brighter #Tomorrow

50+ #ZillaParishad school #teachers empowered through #climatechange workshop conducted by @Greenyatra at #Nimbvali #Palghar #Maharashtra

#sustainable #sustainability #future #futuregenerations https://t.co/yPEymyklCH",Positive
309,"For Weddings where there is an Emphasis on Sustainability.

Our Wedding Collection is handmade to order. This includes our individually designed hand printed Wedding Favours with homegrown lavender, Ring Cushions, Gift Bags and Bunting.

#Weddings  #weddingideas #sustainability https://t.co/Tl3OuWFqD4",Neutral
310,"“We have to see the #environment as an investment, if we preserve the #environment now it will save us so much on the long term” @wammezz at #EnviroPoliCon23 
#PoliticsLive #beirut #mena https://t.co/KjF0k9bTll",Negative
311,"The Great Green Wall project is being implemented across 22 African countries and aims to restore degraded areas in these, as well as curb the expansion of the Sahara desert. We fact check a @tiktok_us video that says this hasn’t worked. 

debunkmediaug.org/africas-green-…

#climatechange https://t.co/Y0genf5EsE",Negative
312,"@GlosHealthNHS 👉 Time to introduce our @GlosHealthNHS #GreenTeam judging panel:
Deborah Evans, GHFT Chair
Deborah Lee, GHFT Chief Executive
Natasha Parry, as Green Council Chair &amp; #Sustainability Award Winner
Rachel Stancliffe, Director @SusHealthcare",Neutral
313,"Do you know about a range of subjects from wetland design to natural flood management?

Make a career move that will have a big impact on the environment!
We're seeking two catchment managers. 

Full list on our website. Deadline 19th Feb.

ow.ly/9aOk50MyKBR
#climatechange https://t.co/kFjjhNT3U7",Positive
314,"As part of our rebrand we shared last week, we have a new strapline: “We make doing good, good business.” 

'Good business' for us means commercial success for ourselves and our customers, benefitting our society and the environment.

 #Recycling #Sustainability https://t.co/Sbmub3ZH6D",Positive
315,"💭#verifiedtruth is a #job #trustworthiness is a #skill both populate #trustedecosystems 
👉 bit.ly/3stxV7N
#researcher #scientist #cocreation #journalist #factchecking #environment #fightfakenews #fightfalshood #information #misinformation #career #selfawareness https://t.co/N3q8BmhUKr",Positive
316,"#Skiing forecast: heavy snowfalls kick-start 2022-2023 season, but late beginning in some regions shows how #climatechange will shorten time on the slopes
bit.ly/40d9tHA #TravelTuesday 
#sustainablenews
#atravelcompanion https://t.co/29uTImvg7M",Positive
317,Denver ready to help residents install heat pumps through rebate program #GlobalWarming #Environment #EcoFriendly #PlasticPollution [Video] dlvr.it/ShjLYB,Positive
318,"Agropreneurs must be alert, identify, discover, create and exploit business opportunities in the market at a profit.

Full Article: lnkd.in/daHGmrUt

@DALRRDgov_ZA @Lepapatla @the_dti @AgroProcessing 

#Agriculture #Business #ClimateChange #Covid19 #Economics #OpinionPiece https://t.co/x8fFrxKqAI",Neutral
319,"With our 'Kia Sustainability Movement"" at the #KiaAutoExpo23, we got a chance to convert hundreds of plastic bottles into a hope for a better &amp;  #AnInspiringTomorrow

Stay tuned for more! 

#Kia #KiaIndia #MovementThatInspires #Technology #Future #Sustainability #Inspiration https://t.co/UF8go35aqZ",Neutral
320,"Supportive of the ambitious roadmap for a cleaner, greener country #climatechange
gov.uk/government/new…",Positive
321,“Fuels of the future”: Biofuel industry blames Federal #Environment Minister Steffi Lemke for missed #Climate protection targets in the transport sector renewable-carbon.eu/news/fuels-of-… #Biofuels #Circulareconomy #Energy #Sustainability #RenewableCarbon,Neutral
322,"Approximately 700 rural businesses with projects to protect the #environment and mitigate the impacts of #ClimateCrisis change will share more than £14 million in funding this year from the 2022 #agri -En (AECS).

linkedin.com/pulse/scotland…",Neutral
323,"Voices: One word that can help ease the impact of the #ClimateCrisis
vow101.com/voices-one-wor…
#CC #ClimateChange #ValuingWater #VOW #Water #Newsclimate #catastrophe #ClimateCrisis #Pakistan https://t.co/tJw1jYGuGB",Neutral
324,"How can 𝗙𝗮𝗿𝗺 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁 𝗦𝗼𝗳𝘁𝘄𝗮𝗿𝗲 𝗽𝗿𝗲𝘃𝗲𝗻𝘁 𝗳𝗼𝗿𝗲𝘀𝘁 𝗱𝗲𝘀𝘁𝗿𝘂𝗰𝘁𝗶𝗼𝗻 𝗯𝘆 𝗶𝗻𝗰𝗿𝗲𝗮𝘀𝗶𝗻𝗴 𝗳𝗼𝗼𝗱 𝘀𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆?

Find out in our blog post!

bit.ly/3uAFlav

#AGRIVI #AgTech #food #sustainability #deforestation",Neutral
325,"@dundee_angus have renewed their EAUC membership and we are delighted to see it! Looking forward to further collaborations in #sustainability with the central and @EAUCScotland offices ♻️

🏴󠁧󠁢󠁳󠁣󠁴󠁿Discover more about these regional activities at  eauc.org.uk/scotland https://t.co/Vkam0CsJTC",Positive
326,"By reducing air pollution and the greenhouse gas emissions that contribute to it, we address the root drivers of climate change, protecting both the population and the planet from their negative impacts.

#Connect4ClimateChange #climatechange #climateaction https://t.co/aSYS965eMe",Neutral
327,"'Climate deniers are victims not villains’: A psychologist’s guide to winning them over.

hubs.la/Q01zJNl90

#Sustainability #NetZero #CarbonNetZero #ESG",Neutral
328,Don't miss out on our three-part blog series on the core competitive advantages of an #InvestmentManagement software for wealth managers! Read NOW! #RelationshipManagement #DigitalCommunications #ESG #Sustainability #PortfolioManagement buff.ly/3WJodek https://t.co/tPmvFitQoF,Positive
329,"A photographer recently spotted hundreds of blossom-headed #parakeets, a national second-class protected animal, in southwest #China’s Yunnan Province.
#animals #nature #environment 
Read full: en.people.cn/n3/2023/0130/c… https://t.co/quMCpDAfsm",Positive
330,"How can global #climatechange goals and the Sustainable Development Goals (#SDGs) be achieved simultaneously? Answers will be presented at the virtual final conference of the SHAPE project on 16 February 2023, register now! shape-project.org/news/save-the-…",Positive
331,"SMEs are among the pioneers creating the climate solutions necessary to fight climate change.

Find out more at zerobees.com/post/cop27-los…

#zerobees #netzero #digitalpresence #sustainability #globalwarming #ecofriendly #eco #carbonemissions #climateemergency #sme #climatecrisis https://t.co/pRJAyDNEtR",Neutral
332,"(2/4) 1. Inter- and transdisciplinary approaches: Adaptation to climate change:
dkg2023.de/sitzungen/inte… #climatechange #adaptation #climateaction
2. Towards sustainable research software in the Earth System Sciences:
dkg2023.de/sitzungen/towa…. #sustainablesoftware #reproducibility",Neutral
333,Activist Mugilan who was not allowed to speak at the public hearing. He sat in protest as he didn’t want to leave until he spoke about the impacts of the statue. He was carried out of the hall by the police. #penstatue #publichearing #environment #marinabeach https://t.co/1PiBcB9NeX,Neutral
334,"Collaboration with key partners such as the @WorldBank is an important part of our effort in building the capacity of #ASEAN accountants. Our common priorities include the need to continue building awareness towards #sustainability reporting

#afaaccountants #aseanaccountants https://t.co/TbMn0s8KNz",Positive
335,"【#Budget2023】Our Recommendations for the #HK 2023-24 Budget to combat #climatechange via fiscal #policy action, infrastructure funding &amp; participating in Just Energy Transition Partnerships (#JETP)

Check out our full submission👉bit.ly/3wIl43L https://t.co/ivUowDIkxV",Neutral
336,"Green Metrics Tool is an open-source framework used to monitor, compare, and optimize the #energyconsumption of software running on desktops and servers. #linux #opensource #Sustainability #fosdem2023 #greentech 

cnx-software.com/2023/01/31/gre…",Negative
337,Can you help to save the planet through blogging? dld.bz/hmwat #environment #blogging #environmentalblogger,Positive
338,"“In my opinion, the situation in #Syria is pretty illuminating in terms of how much we already know about the #environment-conflict nexus &amp; how challenging it is to put that knowledge into reality.” @AlexGSimon at #EnviroPoliCon23 
#conflict #environment #PoliticsLive https://t.co/0GhCueDtOk",Neutral
339,Warmer winters in Maine brought by climate change could spell disaster for loggers #Nature #PlanetEarth #Environment #Pollution #GlobalWarming [Video] dlvr.it/ShjKQn,Negative
340,"We are kicking off the Year of #Sustainability in the #UAE with big strides towards sustainable #aviation ✈️
This week, @Emirates successfully completed a demonstration test flight from #DXB using 100% Sustainable Aviation Fuel (SAF).

Read more: emirates.com/media-centre/e… https://t.co/Q73HxNyYnW",Neutral
341,"Wonderful to have @AnaFlaviaNogue5 with us for a workshop organised by @titiricigroup 😊

Amazing opportunities for #collaboration with @EnergyCine

#sustainability #EnergyTransition #EnergyStorage #EnergyCarriers #Photovoltaic #hydrogen

@Petit_Group @ImperialChemEng @mpr_nano https://t.co/oZaE766apq",Neutral
342,More than 200 Kenyan elephants have died due to drought in the last 10 months.  (NowThis) #ClimateChange #Biodiversity #Environment https://t.co/H1JP1eccpO,Positive
343,"Committed to leading the way to a sustainable future. 

During 20/21 we effectively recycled 90% of recyclable metals. Increasing our metal recycling by 90%.

Find out more about our sustainability journey at zcu.io/Rr6r

#sustainability #exhibitions https://t.co/I0NsKj8gey",Negative
344,"Anglian spotted on @SkyNews today👀

Seeing the devastation global warming causes, it emphasises the importance of our sustainability goals and the work by our Recycling Division ♻️

news.sky.com/story/campaign…

#recycling #sustainability #globalwarming #coastalerosion #norwich",Negative
345,"SMEs find it extremely difficult to remain competitive in today's fast-paced digital environment. 

Read more on 'Sustainable Digitization: The Secret to SME Success in the Digital Age' here: knometrix.com/insights/susta…

#business #SMEs #smallbusinessowner  #sustainability  #digital https://t.co/NuI9gRNeOn",Positive
346,"#ClimateChange and the resulting sea level rise is causing England’s coast to erode faster than before.

We have created an interactive map to highlight the 21 seaside communities most at risk from coastal erosion by 2100. 

Take a look here 👉 onehome.org.uk/campaign/campa… https://t.co/CZ2MmvIO69",Positive
347,"We believe that every business has a responsibility to tread lightly on our planet to minimise the impact for future generations. 

That’s why we are proud to plant 5 trees each month for each Spencer Clarke Group employee!

#sustainability #treeplanting #environment #csr https://t.co/kQ2HMmgiPq",Positive
348,"""The only way to achieve greater #resilience to #climatechange is to cooperate, inspire each other, experiment and share best practices"" 

- @CoHedegaard for @EURACTIV 

Read full article 👉 bit.ly/3jjXp6E https://t.co/IM5L7Rhs9r",Negative
349,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/4C46sE6Y5h",Neutral
350,"The poor in rural and agricultural settings must be target beneficiaries of biodiversity cultivation and conservation programs. #Environment #OPINION #Philippines #PhilippineDailyInquirer

asianews.network/biodiversity-p… https://t.co/IlTOIU0IMd",Negative
351,Old buildings can be sustainable too #sustainability #netzero #lowenergy #carbonemissions #liverpool #docks #royalalbertdock @ Royal Albert Dock Liverpool instagram.com/p/CoEucYUNeYy/…,Positive
352,#sustainability moves on up the priority list - EMSNow  hubs.ly/Q01zqKfF0,Positive
353,A corporation's primary focus in a post-pandemic world should be #Sustainability #DavosAgenda Thank you @BofA_news,Positive
354,Powerful winter storm system triggers weather alerts across 30 states #Environment #CleanEnergy #Energy [Video] dlvr.it/ShjHhS,Negative
355,"#Skiing and #sustainability go hand in hand on an invigorating trip to Andermatt
bit.ly/3WL2Ppb 
#TravelTuesday https://t.co/f0hnSmY006",Positive
356,"Azerbaijan sues Armenia for wartime environmental damage | Azerbaijan

bocvip.com/300555/azerbai…

#Environment https://t.co/KJ3wITiOPT",Neutral
357,"As the field of artificial intelligence continues to prosper, companies with massive ecological impressions can leverage the field’s power to make impactful changes to the world as we know it. taxodiary.com/?p=45038 #ExplainableAI #sustainability https://t.co/ojokiVrr7B",Positive
358,"The aviation sector is undergoing a revolution! The first ""net zero emissions"" transatlantic flight will be tested by Virgin Atlantic in 2023. A real challenge but great hopes for increasingly responsible travel. #sustainability ✈

voyages-d-affaires.com/virgin-vol-tra…",Positive
359,"Social value covers things that impact on people such as employment, education and skills, health and wellbeing, air quality and carbon emissions. At Daniels we are focussing on the positive impacts we can create. #sustainability #InfectionProtection daniels.co.uk/importance-of-…",Negative
360,"Intensive farming is failing us all, through loss of biodiversity, falling nutritional quality of food, depletion of soil and high greenhouse gas emissions.

#food #community #environment https://t.co/1p1BTyUlLq",Negative
361,"As a business, it's our responsibility to encourage people to work towards a sustainable future.

It's the end of Veganuary, so we've put together a tip sheet for those who want to integrate plant-based foods into their diet. 🌱

#sustainability #plantbased https://t.co/SsvYAELzXB",Positive
362,Comparative analysis of Australian climate change and COVID-19 vaccine audience segments shows climate skeptics can be vaccine enthusiasts fal.cn/3vveN #SciComm #SciSharSci #ClimateChange #COVID https://t.co/3BEku22MBN,Neutral
363,"“Addressing #ClimateChange would be a bonanza for the economy - it will help promote economic growth.”
@JosephEStiglitz @Columbia at the launch of the report: Role of Ministries of Finance in driving and shaping the low carbon transition | Watch: youtube.com/watch?v=A15CqM…",Negative
364,"SMEs generate 44% of the UK's non-household greenhouse gas emissions 🌱 If you are wanting to make a difference, Sage accounting software will help you. Call us today 📞 01482 828000.

#sustainability #business #cloudaccounting #carbonaccounting #greenhousegases #climatechange https://t.co/onfvWVMkBW",Positive
365,"We are ‘greening’ ourselves to extinction. Apocalypse investors are pushing fake climate solutions on us that are making #ClimateChange worse
aje.io/ulgo58 via @AJEnglish @AdvanceEsg #greenwashing",Neutral
366,"""The poorest people are facing the catastrophic impacts of the human-created climate crisis, even when they are least responsible for the emissions"", write @RoryStewartUK and @DMiliband bit.ly/3jgeZsk #ClimateCrisis #ClimateChange",Neutral
367,The pioneer of fast-charging battery technology for electric vehicles @StoreDotLtd has partnered with Circulor to track the provenance &amp; CO2 emissions of raw materials in its battery cells &amp; manufacturing cells process. circ.ly/x4s #batterynews #sustainability https://t.co/WAPz7mklHT,Neutral
368,"Read our latest commentary and research on #dams and #statelessness, learn about our graduate programmes in #sustainability, and explore more opportunities to learn and work with us in the January 2023 edition of INSIGHTS newsletter.

bit.ly/3wIYOH8",Neutral
369,"#Sustainability is not achievable now. We're well past sustainable resource-use levels given our current footprint. To be sustainable we must change political will &amp; lifestyles globally. That will take a generation or more. It can be done. We must all try to do it, starting now.",Neutral
370,"High 5 in fight against #climatechange! At #5, @nickhedley; up to #4, @SophiaKianni; #3, @MikeHudema; #2, @_david_ho_; + new at #1 this week… @AukeHoekstra! Latest @SustMeme Climate &amp; Energy Top 500, published in association with @meuk_les: ow.ly/yuqS50MFca6 ©McClelland",Positive
371,"“Refuse what you do not need; Reduce what you do need; Reuse by using reusables; Recycle what you cannot refuse, reduce, or reuse; and Rot (compost) the rest” – Bea Johnson

#TuzaOlukan #climatechange #greenenergy #globalwarming #Jokes",Positive
372,"#Seeds are the foundation of our #agriculture &amp; #food. 
We are passionate about seed innovations to foster #foodsecurity &amp; #sustainability.
Therefore, Europe’s #seedsector strives to be a key partner for all value chain actors  ℹ️ bit.ly/3JqylWy

#GrowingTheFuture",Negative
373,"#SteamDrills -As long as we don't cut off our hearts, the inner workings of the universe illuminate before us #ClimateChange #Inequality",Positive
374,"In November we invited the windows press to experience our polymer journey from recycling to distribution 🚛

Thank you @glasstimes and @GlassNewsmag, for joining us at our Blaenau Factory and helping us to reach new audiences ♻️ bit.ly/3iZSesH 

#REHAU #Sustainability",Positive
375,"Tomorrow at 11:00 GMT, join @SMGSequeira, @VickyChemutai2, Rocco Macchiavello, Michael Opoku &amp; Masrur Reaz for an online discussion on the impact of #ClimateChange on trade in developing countries. 

Register now at bit.ly/3kFoCkx",Neutral
376,"Empowering Youth for Climate Change Action 🌍

How can we better equip youth to act on #ClimateChange? 

Take the survey now ➡️tinyurl.com/2p8t6v96",Negative
377,"Let's come together to protect our planet and fight #ClimateChange #GetInvolved #ActNow 

bio.site/angryarmy https://t.co/7sFeZmwph1",Negative
378,"Intensive farming is failing us all, through loss of biodiversity, falling nutritional quality of food, depletion of soil and high greenhouse gas emissions. @FarmWilder 

#food #community #environment https://t.co/IPjNXfLt7L",Negative
379,"Climate change is here and businesses need to prepare. Sustainability goals are being set out but with planning and preparation, you can reap the rewards of environmental change. @abl_business #sustainability #business #finance hubs.li/Q01wPLk-0",Neutral
380,Great idea to treat environmental impacts of livestock farming waste the same as mining and other industrial waste. Might just save the #Wye and other rivers. #Environment - Farmers will be key to plan to restore England’s green spaces and wildlife theguardian.com/environment/20…,Neutral
381,"What will a #BetterTomorrow look like for road assistance? Watch the film below as Nelsy Rodriguez, Global RSA &amp; Mobility Network Manager, talks about the push for a more sustainable future. 
#Sustainability #Assistance #CarbonFootprint https://t.co/7nKQatJJwU",Positive
382,Valley fever cases on the rise and may worsen due to climate change #GlobalWarming #Environment #PlanetEarth #Pollution #Nature [Video] dlvr.it/ShjH7c,Neutral
383,Elon Musk Faces SEC Investigation Over Tesla Self-Driving Claims ift.tt/BohJwda #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,Positive
384,"@Climatehope2 @HelenClarkNZ #PetroleumPapers shows @exxonmobil climate research showed #ClimateChange threatens our future, then misled humanity. Are #ClimateCriminals committing ecocide? @EcocideLaw #NZFloods",Neutral
385,The #EAA2023 deadline is fast approaching! See below for those interested in #climatechange #heritage #archaeology and the future!,Positive
386,"[New Podcast] In this episode, @IntFreshProduce's @TMuruetagoiena chats about #sustainability challenges in the fresh produce industry &amp; how she is helping the #CGFSSCI develop #SSCIBenchmark criteria for environmental compliance standards. Listen here 👉 bit.ly/3jlCgJt https://t.co/8lAfDA42EU",Neutral
387,"We are proud to be partnered with Green Street, a new retail #sustainability initiative helping small businesses in Bradford.

We are delivering opportunity reviews to help businesses slash their carbon footprint and become more sustainable! ♻️ @__greenstreet https://t.co/2NbUKT3QKg",Neutral
388,"#environment improvement plan published today by @DefraGovUK: good to see environmental targets &amp; policy commitments in 1 place, significant civil service time went into that. Lots of work ahead however to deliver on these + plug gaps.  @AldersgateGrp PR: aldersgategroup.org.uk/publications/p…",Positive
389,"Curious about your #IT organization's environmental impact?

#DellAPEX can help you achieve your #sustainability goals while also reducing costs by as much as 45%. 

See how #DellTech moves sustainability forward below. @DellAPEX dell.to/3TOEdtX #IWork4Dell",Positive
390,"Once upon a time, I was someone's sunshine. Shout-outs to #ClimateChange",Neutral
391,It was a pleasure working with my wonderful colleagues on this article: giving researchers some direction on navigating journeys of knowledge #coproduction when aspiring to contribute to #sustainability #transformation. @naturesustainab,Positive
392,"What does the future look like for #airports?

Read more about the discussion on #sustainability that took place at the International Airport Summit 2022 here:

internationalairportreview.com/article/181525…",Neutral
393,"PM stresses global response on Pakistan’s vulnerability to climate change 
#Pakistan #PrimeMinister #PMShehbazSharif #ClimateChange #vulnerability #response @PakPMO @CMShehbaz @MoIB_Official @GovtofPakistan  
leadpakistan.com.pk/news/pm-stress…",Neutral
394,"Netherlands posts another record year for residential PV in 2022: The Netherlands may have deployed 2 GW of new residential solar capacity in 2022, according to provisional figures from grid operators. dlvr.it/ShjGXy #solarenergy #technology #sustainability https://t.co/yAwLTAE3J9",Negative
395,AI research predicts planet will warm faster than expected #Environment #Nature #PlasticPollution #GreenEnergy #Pollution [Video] dlvr.it/ShjGYJ,Neutral
396,"If Government is so intent on cleaning up air, water and waste, providing us with access to green space or water within a 15 minute walk from home, and improving biodiversity, why do Tory MPs continue to allow sewage dumping in the sea? @RichardJMurphy @RishiSunak #environment",Positive
397,"Sustainability projects are lucrative with finer designs and finer control.

Get in touch with ClayBoat for a finer world.
#Sustainability #Sustainabilitydesigns #interior #Saudivision2030 https://t.co/pz7rtFjpfr",Neutral
398,like the sound of a cold wind https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ClimateCrisis,Neutral
399,Outstanding sustainability rating for Tridonic. Find out more ➡️ a1lightingmagazine.com/awards/outstan… #lighting #lightingnews #Tridonic #Award #Sustainability https://t.co/9lms9X3pRA,Neutral
400,"weforum.org/agenda/2023/01… 
We faced 3 crises at the same time in 2022 food distribution, #energy, and fertiliser shortages. Resolving the food crisis can lead to job creation and aid in the fight against 
#climatechange. The following are some solutions to the global #food crisis.",Neutral
401,"🤔You know someone who is interested in contemporary and evidence-based drug policies but doesn't follow us on Twitter yet? 

👉👉Share this account! 💜💡💜 For humane, development-oriented, and transformative #drugpolicies! 

#HumanRights #harmreduction #Sustainability https://t.co/VN6NSNYRAJ",Positive
402,#Sustainability standards and regulations are now a new business norm but might be too complicated for many organizations to comply with. See how #analytics can help businesses navigate them with confidence: lingarogroup.com/blog/infograph… https://t.co/Mjdwm0GXQH,Neutral
403,"To be reviewed in 1 year
Predicting the future is the new last refuge of the scoundrel (see also #climatechange) 
#Brexit!",Positive
404,Sustainable Distributed Computing platform | In Consensus #Sustainability | Moving the world from a “for-profit” economy to a “for-benefit” economy.#5irechain,Positive
405,"In 2065 Kansas, loner Adri discovers the lives of two people who are connected to the house moved into. Their struggles touched her and she finally learns to connect with the real people around her before departing Earth for Mars. #YA #Climatechange  justinelaismith.wordpress.com/2023/01/14/mid…",Neutral
406,"“Syria/Jordan is a crucial border when it comes to trasnbourndary environmental management, but conflict has made it very dificult to create cross border boundary” @AlexGSimon at #EnviroPolicon23 

#conflict #wana #mena #syria #Jordan #arab #PoliticsLive #environment https://t.co/772U2U2XPF",Positive
407,Belfast business owners: How much does traffic/parking impact your employees' commutes? E-bikes are sustainable and can help! Let U:Move assist with stress-free city commutes. #ebikes #commuting #traffic #umoveebikes #belfast #wellness #bikesmile #activetravel #sustainability https://t.co/BT3Yd9twyA,Negative
408,"“How UK councils aim to decarbonise their local roads”

#mobility #sustainability 

smartcitiesworld.net/news/news/how-…",Neutral
409,"The latest report on workplace predictions by @The Josh Bersin Company centres around the big trends that are shaping the future, and highlights the need for companies to listen more, lead more and plan more.

#trends #sustainability #futureofwork 

okt.to/zhf68W https://t.co/1llkSTyj38",Neutral
410,"Lenovo has become the first #PC &amp; #smartphone manufacturer to have its strategy to become carbon neutral by 2050 validated by the @sciencetargets initiative, a collaboration of the @unglobalcompact, @CDP, and @WWF.

More here: zcu.io/iCG5

@Lenovo #ESG #Sustainability",Positive
411,is he actually serious? maybe if he didn't spend so much time arguing against environmental protestors then he could have helped clean up the air. well that's just karma for ya😄#climatechange #veganism,Neutral
412,"#sustainability 
@HungerFightersU &amp; @WFP made a tailored approach of conserving the environment through a campaign dubbed ""Fruit Tree planting"" in the Areas of Operation for Nutritional, environmental &amp; economical benefits.
📌We are online @ hfug.org https://t.co/ZIJFntp7kV",Positive
413,"Local green redeem entity reckons 1/4 of UK population throw a plastic bottle away every DAY

@RishiSunak this is a blight on our environment, let's move away from single use plastics PLEASE

@DominicRaab @ExtinctionR @ConHome @BBCEnvironment #environment #plastic @BenGoldsmith",Neutral
414,Eye-opening statistics! #ClimateChange #Pakistan,Neutral
415,I dream of paradise https://t.co/XFcwiIFhXa #goodmusic #musiclife #musicmake #newmusic #musicvideo #viralvideo  #twitter🐦 #SunakOut #ClimateChange,Neutral
416,"☀️🏢 @patagonia's headquarters just got a whole lot greener! @NEXTEnergyTech has installed #solar windows that are generating power for the building.

➡️ More at sohub.io/ctul

#RenewableEnergy #sustainability #BuildingTechnology #ClimateProtection #SolarPower https://t.co/QE5RbaXQTD",Neutral
417,"“We need to develop a conceptual framework, a toolbox, to contextualize the environment in political settings in the mena region.”@lalrachid at #EnviroPoliCon23 in #Beirut 

#iraq #syria #yemen #lebanon #conflict #environment #ClimateAction #arabnews #PoliticsLive https://t.co/t6u8eZDt94",Positive
418,"Nature provides mental health benefits, reduced stress and a deeper appreciation for the environment. Environmental adventures promote connection and commitment to conservation.

Train with us!
buff.ly/2pKAX7f 

#climatechange #foodsecurity #pga #conservation https://t.co/YVMAP9nEyj",Neutral
419,"How can we ensure access to micronutrient-rich foods and improve resilience in the face of #climatechange impacts on human nutrition? 🥣

@MNForum explores this in the White Paper: bit.ly/3F15wgI

#StrongerWorld #Stronger4Nutrition https://t.co/jeTgxiA0sT",Negative
420,"War has consequences not only for people and food security, but also for #animals and the #environment.

It is essential to include #AnimalWelfare in the development of disaster management plans + in a coordinated 🇪🇺 disaster response mechanism.

⤵️
bit.ly/3YbR5Nz",Neutral
421,"Leading the way in sustainability: Uttar Pradesh-based Yash Pakka Ltd's CHUK brand offers eco-friendly and biodegradable tableware made from sugarcane pulp.

#Sustainable #Sustainability #UttarPradesh #Ayodhya

bit.ly/3kOWv2p",Negative
422,"- 30% of Brits may eat meat-free by year-end;

- KitKat Vegan is back; 

- Vegan Fois Gras makes waves in Spain; 

- “This Is Not Milk” may get banned;

- Consumers become less willing to pay more for sustainable products.

#Sustainability #plantbased #kitkat #veganfood",Neutral
423,hmmm....age 10 with catastrophic #ClimateChange coming over the hill 🤔......,Positive
424,Join us for this important conversation on the #environment #peace and  #conflict in #MENA #WANA w/ Minister @nasseryassin @nadimhoury  @wammezz @AlexGSimon @sarinekk @muna_d @hhussamhussein @MunaDajani @Haniatalia and many others @BoschSt_Peace,Neutral
425,'@HPE India’s Rajesh Dhar On The Urgency Of Transitioning To #LowEnergy #DataCenters' #Sustainability hpe.to/60103ezjM,Neutral
426,"🌱#Sustainability is becoming more &amp; more important in our everyday actions!
⚠Want to be the 1st to discover the terms defining the #EnergyTransition in 2023?

📝Our sustainability expert, Andrea Casas, reveals them today in our blog. Don't miss it!👇
cicenergigune.com/en/blog/5-key-… https://t.co/i4r9ecUO39",Neutral
427,"Critical thresholds, irreversible tipping points from which Earth can never return, may be crossed much sooner than was earlier expected. Talk is cheap. Action is what is needed - on a massive global scale to save our planet. #ClimateChange #GlobalWarming  cnn.com/2023/01/30/wor…",Positive
428,"“In Yemen, we do not consider the environment to be a priority because of the conflict” @obadokhon at #EnviroPoliCon23

#yemen #environment #wana #conflict #enviroment #arabnews #beirut #lebanon https://t.co/ERy0OOQJd6",Neutral
429,"Xbox Consoles Will Now Automatically Power Down When Inactive, to Save Power #climatechange via: twitter.com/greenmatters greenmatters.com/business/xbox-…",Negative
430,"@DesignerExLtd she is gorgeous,  anyone who knows me knows my love of fringing! #Sustainability #investment #Prada #preloved #deadlongenough https://t.co/qd1Q6xudXc",Neutral
431,There are people who still believe #ClimateChange is a myth. This is assumption is worrying &amp; does not help efforts being made to reduce greenhouse gas emissions. Climate Change affects every facet of our life &amp; requires us to be concerned. Do you really Climate Change is a myth?,Neutral
432,"Great to be in #Beirut this week for this important and timely event on the nexus of climate, conflict and environment #EnviroPoliCon23 #ClimateCrisis #ClimateChange",Neutral
433,"Even as they protect people and communities from the impact if climate change, they can also help lift people out of poverty, raise incomes and living standards.
""Macroeconomic adaptation ""
@GCAdaptation
#climatechange
 #weareUON https://t.co/5T8pKU2emh",Positive
434,"Earth likely to cross critical climate thresholds even if emissions decline, Stanford study finds greenstories.co.in/earth-likely-t… 
#climatechange, #climatecrisis, #earth, #environment, #flooding, #getgreengetgrowing, #globalwarming, #gngagritech, #greenstories, #nature, #rainfall",Neutral
435,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/iIyC8SzStJ",Neutral
436,"British Steel and Tata Steel must go green if given £600m bailout, climate groups say cityam.com/steel-sector-m… 

#steel #manufacturing #ESG #netzero #sustainability #green #growth #investment #bailout",Positive
437,"Working for youth inclusion, GAYO-Uganda enhancing youth capacity in #ClimateChange negotiations.

@gayoghana
Read more on;
theugandan.com/2023/01/gayo-u…",Neutral
438,"Counting the cost of natural disasters, plus the other climate-crisis stories you need to read this week greenstories.co.in/natural-disast… 
 #climate, #climatechange, #climatecrisis, #climatepolicies, #CO2, #environment, #getgreengetgrowing, #globalwarming, #gngagritech, #greenstories,",Positive
